Concept,Evaluation_mean,Evaluation_std,Potency_mean,Potency_std,Activity_mean,Activity_std
discuss,1.6388888888888886,1.561743644096733,1.3972222222222226,1.6577236921472085,0.8444444444444447,1.8160464452645546
display,1.8868421052631579,1.4114514837070122,1.4605263157894732,1.739409983705033,1.455263157894737,1.6207044226152914
distributed,0.7400000000000002,1.954511265179683,0.7542857142857143,2.075757053929668,0.7885714285714286,1.943747695057364
doc,1.2153846153846153,2.0519582218892025,0.8307692307692309,2.0023260635306825,0.6179487179487181,2.11924899553178
docstring,0.9926829268292685,1.372800279276515,0.5219512195121953,1.5106955586057687,0.702439024390244,1.6329664469956762
document,1.362857142857143,1.6316662323764475,1.2971428571428574,1.7162227151984868,1.1942857142857146,2.1014203165808536
documentation,2.0666666666666678,1.5218774954348693,1.6722222222222225,1.79607768811051,1.3666666666666665,1.6847353897076338
dominant,1.611111111111111,1.6746106973426154,2.083333333333334,1.8151369706504858,1.666666666666667,1.7996913315590783
download,1.6767441860465115,1.5527675531431306,1.4930232558139536,1.566865534789227,1.5232558139534884,1.5817031164263127
duplicate,0.49444444444444446,1.9466416157698143,0.49166666666666664,2.0138927203028687,0.7722222222222223,1.9709855277543984
easy,2.2916666666666665,1.256400281226754,1.630555555555556,1.7037245872311058,1.2138888888888892,1.9664057422642653
edit,1.225,1.486396649619475,1.5281250000000002,1.5435823542574592,0.8906250000000002,1.896272556721475
editing software,1.5935483870967744,1.6995133048802944,1.3838709677419356,1.7747506456734754,1.1483870967741934,1.8995535923358644
efficient,2.4555555555555566,1.0991017656968916,2.1916666666666664,1.1825995377416088,1.4749999999999999,1.7260061477938664
empty,0.6631578947368421,2.0800330276516963,0.8394736842105263,1.9122237638392874,0.9473684210526315,1.9649208959710878
enable,1.5548387096774192,1.7346262421028582,1.4516129032258067,1.6128258045934591,0.7580645161290321,1.9022523480962428
enter,1.26,1.385063175454463,1.1257142857142857,1.3943442610658772,0.8400000000000001,1.3844441896608597
error message,-0.4351351351351351,2.4123798069727425,0.013513513513513549,2.5328290093012447,0.2594594594594595,2.5230247247837223
evaluate,1.6375,1.2534327863910375,1.5656249999999998,1.156397794608326,1.1437500000000003,1.5074683868990422
event,1.665116279069768,1.3615797461345513,1.66046511627907,1.5690523780493102,1.811627906976744,1.2518283005687807
exact,1.9348837209302325,1.4861975393648255,1.811627906976744,1.2713679324594893,1.2674418604651165,1.6685491442027696
example,2.283333333333333,1.3899440436378887,1.7972222222222218,1.51648096136181,1.261111111111111,1.3344324173757207
exception,0.9281250000000002,2.2267176481033695,1.0281250000000002,1.825553747325726,0.14375000000000002,1.8212182564151942
exclude,0.3902439024390244,2.0018046587344913,1.0831444142684454e-16,1.9561036433212415,0.45121951219512196,1.9760914799624663
execute,1.4230769230769234,1.916522162462789,1.4179487179487182,1.9352163855519138,1.5000000000000002,1.9390719429665317
exit,1.0439024390243903,1.6228623884806963,0.8536585365853661,1.6504393444608014,0.6487804878048782,1.9692913113319643
expand,1.9111111111111114,1.2586981320611867,1.9722222222222223,1.462610130917234,1.7805555555555554,1.6574443923040816
expect,1.2666666666666666,1.4051492605571996,1.3833333333333337,1.451531757986867,0.8222222222222224,1.985238736148923
experienced,2.06578947368421,1.4495509859752531,1.763157894736842,1.6002337086931002,1.8052631578947367,1.484294510501813
expert,2.2162790697674417,1.522991278290185,2.3046511627906976,1.2458215722728951,1.7395348837209301,1.8613747776137437
explicit,1.297222222222222,1.998539204173209,0.8361111111111114,2.0141379156378236,0.9055555555555554,1.800608607672609
extend,1.8368421052631578,1.598423738798152,1.2736842105263162,1.9416059834615904,2.1,1.3469263254966062
fact,1.709677419354839,1.679545798568802,1.7774193548387098,1.8915277452996277,1.1774193548387097,1.8273389214425817
familiar,1.871875,1.7219600704937963,1.46875,1.86353788196001,0.959375,1.9499774638120821
fault,-0.95,1.854921910517434,-0.5205882352941176,1.6144165603863914,-0.1294117647058823,1.7502150139784851
female,2.419444444444444,1.4015506183518558,2.194444444444444,1.8346880516626198,2.05,1.5388487760516156
fetch,1.132558139534884,1.9068689702954444,1.127906976744186,1.698333736259975,0.9162790697674417,1.7776297561716952
file,1.394871794871795,1.5418850796826786,1.1435897435897435,1.723115078942617,1.0526315789473686,1.8481479836661039
filter,1.6111111111111114,1.246724102459851,1.0583333333333333,1.5002546080212147,0.941666666666667,1.3258906859583528
final,1.5258064516129033,1.536222375942192,1.5322580645161292,1.8145268816885702,0.8838709677419355,1.6879261515327308
find,1.3968749999999999,1.5261234335318359,1.1656250000000004,1.5487110315920785,0.953125,1.7489254513486272
flag,1.3483870967741938,1.7151828582553121,1.7,1.6543198582947576,1.0096774193548386,1.7205315830288592
float,1.1277777777777782,1.6349670589802772,0.8333333333333335,1.6636639617957039,0.9722222222222224,1.6592520254471945
follow,0.8200000000000002,1.4910782292402656,0.3428571428571428,1.8733142081479497,0.48571428571428593,1.6738566002998425
follower,0.8974358974358975,2.000190654949491,0.6948717948717947,2.253310808332499,0.4897435897435896,2.262151786128541
forget,-0.9714285714285716,1.5166827389445179,-0.9057142857142856,1.523143902242587,-0.40857142857142853,1.8587816944856923
fork,0.9153846153846155,1.7235232938311853,0.5769230769230769,2.078147787057521,0.8512820512820511,1.9496050612383136
friendly,2.7593750000000004,1.5086954992227557,1.659375,1.7338287428044905,1.1875,1.8729572205472287
function,1.8416666666666661,1.2148102275206973,1.7222222222222223,1.413449506057022,1.4388888888888893,1.595353979838849
functional,2.0230769230769234,1.5543918818264486,1.564102564102564,1.7759774743730858,1.6666666666666667,1.58637359930793
generate,1.8536585365853662,1.304606764596905,1.5365853658536581,1.770318435949841,1.6170731707317072,1.5269773169085914
get,1.65,1.3951304200284964,1.7194444444444443,1.4385215103718363,1.5555555555555558,1.5674544906461922
give something to,2.196774193548387,1.5079325455452814,1.9903225806451612,1.5793740774708467,1.4580645161290324,1.7922366983561195
google,2.2333333333333334,1.386041525752786,2.433333333333333,1.20761472884912,1.811111111111112,1.8459832937997176
grandmother,2.310354223433244,1.7278616463930694,1.8550408719346057,1.9171875507097669,0.39008264462809894,2.2765932558702704
great,2.647222222222222,1.185206524692148,2.1527777777777772,1.3516422338751708,1.625,1.522493386229021
guarantee something to,2.1707317073170733,1.2776204830663695,1.7073170731707314,1.6447092179652083,1.117073170731707,1.903642521143237
guess,1.1157894736842107,1.6629913307666357,1.2605263157894737,1.8398425953388697,1.4315789473684213,1.405647493273566
guide,1.9500000000000002,1.7444355979959694,1.538888888888889,1.919096688227415,1.186111111111111,2.050223941396779
handle (for a resource),1.2186046511627913,1.1499758974124326,1.2651162790697672,1.3457743894908278,1.086046511627907,1.5394927275897687
happy,2.661290322580645,1.7459034853705195,2.4032258064516125,1.6791864141683543,1.8741935483870966,1.9546417445751527
hard,1.2473684210526315,1.9545812368981619,1.6026315789473684,1.434442279682111,1.0263157894736845,1.9097649635665856
hash,1.2944444444444445,1.8494660557463674,1.083333333333333,2.0323084848953856,1.2333333333333334,1.773571412589737
help,2.3222222222222215,1.243005120019649,1.7027777777777782,1.6560471865108848,1.1972222222222224,1.5061883663943656
hide,0.08636363636363636,1.748062682084332,-0.24545454545454543,1.8279962384900807,-0.17954545454545454,2.1033068709507012
hint,2.002777777777778,1.2334428129587145,1.3388888888888892,1.510201932373022,1.6472222222222224,1.146610006136716
hobbyist,1.4771428571428575,1.3206244657705826,1.2058823529411766,1.4409843809560081,0.9571428571428572,1.460584171641258
ignore,-0.9187500000000002,2.2063031155079305,-0.471875,2.14304607612039,-1.14375,1.7153602937867019
image,1.446875,1.5417085439132132,1.3656250000000003,1.694957480108277,0.56875,1.9655529597291446
imagine,1.890322580645162,1.5944166369148185,1.7516129032258068,1.7558879690440123,1.506451612903226,1.7331558915553105
implement,1.5657142857142856,1.4048777999004258,1.2942857142857147,1.525205907811955,1.2457142857142858,1.5349905271262578
implementation,1.6032258064516125,1.4090682968332227,1.4161290322580649,1.9186851637369338,1.0419354838709678,1.6035795027513045
implicit,0.9028571428571431,1.6310357295351958,0.8,1.7425760897508689,0.7428571428571431,1.5909181022803358
imply,1.182051282051282,1.6154497341372147,0.9512820512820511,1.6167190255658406,1.2923076923076924,1.4791516306150239
import,1.3463414634146345,1.6461481367971673,1.2268292682926834,1.654708638452026,1.4414634146341463,1.5138346737319828
important,2.046875,1.540289010015653,2.1999999999999997,1.5262290129597196,1.678125,1.725676384602571
improve,2.4305555555555554,1.558100596603378,2.352777777777777,1.641050833918978,1.5277777777777777,2.105892673100242
inactive,0.31025641025641015,2.195075475811752,0.2589743589743588,2.1553413613527495,0.2025641025641026,2.3545359583629626
include,1.833333333333333,1.3214049761943198,1.719444444444445,1.3413963380755403,1.5333333333333339,1.296362432175337
incorrect,-1.0709677419354837,1.8208813088433033,-0.2741935483870967,2.0647530106037104,-0.15483870967741942,1.9475110185911193
index,1.0142857142857145,1.1472060114264837,1.0514285714285714,1.5066275354619818,0.6657142857142857,1.1735033890371314
individual,1.4444444444444446,1.7464956093790351,1.6027777777777779,1.7659567930902864,0.7222222222222225,1.916755231448176
inexperienced,-0.8097560975609753,2.109190675677583,-0.8829268292682924,2.171759142983827,-0.32439024390243903,2.1467821055443204
inherit,1.8,1.4325171074573226,1.4710526315789474,1.606222750288921,1.334210526315789,1.8541952880441117
initialize,1.2930232558139536,1.5495528760704607,1.434883720930232,1.4272894657487376,1.402325581395349,1.390246485104563
input data,1.0205128205128204,1.8040097059235587,1.4461538461538461,1.812470498977761,1.0461538461538462,1.9268475853987523
insert,1.5305555555555561,1.485451567041043,1.2500000000000007,1.7792788801459238,1.305555555555556,1.4110564293867132
install,1.0343749999999998,1.695141840488577,1.1,1.7797471730557686,0.503125,1.8488990600827833
instance,1.5536585365853657,1.3341842416697214,1.3121951219512198,1.343492921537031,1.0414634146341462,1.6760836479731478
instruct,1.5578947368421054,1.6740482887689334,1.5078947368421052,1.620328358364337,1.423684210526316,1.8977041822778655
insult,-1.3465116279069766,2.074804427567931,-0.3837209302325579,2.2443655790340005,0.5395348837209303,2.0967460432091816
integer,0.5833333333333333,1.7791227551177513,1.1277777777777773,1.729902230877532,0.6638888888888891,1.8593835265392216
intentional,1.102857142857143,1.2353104212037935,1.0742857142857143,1.4207327801712262,1.0600000000000005,1.2233910716879188
interesting,1.8923076923076927,1.8582297359259135,1.9307692307692308,1.6180320186610122,1.358974358974359,1.9750648088967966
interface,1.7305555555555556,1.4469929440902307,1.411111111111111,1.6532422316597195,1.1166666666666665,1.4635383303639315
introduce,1.7548387096774196,1.3104637715580225,1.470967741935484,1.6909996181657867,1.0225806451612902,1.8069239013948102
invalid,-0.6268292682926829,2.1546347537506665,-0.6658536585365853,2.058131968095431,-0.16097560975609762,1.9251706352983031
issue,1.178947368421053,1.9009911396477868,1.0,1.7919410234656015,1.318421052631579,1.5784494829050129
iterate,0.9514285714285714,1.0781919862360663,0.9542857142857143,1.3869479044996313,0.9428571428571431,1.4861812452986853
job,2.0418604651162795,1.3660727206867265,1.7627906976744188,1.4756982195768564,1.530232558139535,1.5483727217474463
keep,1.736842105263158,1.4631294961272814,1.555263157894737,1.6970093459440956,1.8131578947368419,1.4396949700017014
key,2.288888888888889,1.4177011473543626,1.7166666666666672,1.7753716355863198,1.4694444444444443,1.7967284226313551
know,1.8756097560975609,1.7000402416764884,2.012195121951219,1.2751269897450233,1.6560975609756092,1.4711947659172608
knowledgeable,2.236111111111111,1.7701463809178448,2.269444444444444,1.9056669063676086,1.2722222222222226,2.2048697506392414
label,0.7805555555555556,1.859333728403873,1.1222222222222222,1.7821820444349035,0.3888888888888888,1.6617891592727831
large,1.4232558139534885,1.485251088208434,1.830232558139535,1.580334801696019,1.4883720930232562,1.6715414557500416
leader,2.5583333333333336,1.1046304057617342,2.1666666666666665,1.6350331291240963,1.9861111111111107,1.328983065224806
leading,2.3388888888888886,1.3518049205450748,2.105555555555556,1.724809883958945,1.9027777777777777,1.566575548965732
learn something from,2.8444444444444446,1.3330092198656818,2.808333333333333,1.3026415470113026,2.133333333333334,1.4681810363696828
legacy,1.4874999999999998,1.8634225902891701,1.353125,1.8991748825147725,0.6406249999999998,2.176846827265299
library,2.1625,1.632817733245202,1.6937499999999999,1.7779794536214415,0.059375000000000025,2.5885395707570322
limit,1.0805555555555555,1.7222110214689534,0.5944444444444446,1.7749717438196093,0.577777777777778,1.711093073498002
list,1.2741935483870968,1.3502610839378757,1.025806451612903,1.3907453888949517,0.4967741935483871,1.7291586376537973
little,0.46285714285714286,1.4876800182615526,-0.4171428571428572,1.8901981323638632,0.2457142857142857,1.631536148567243
log,1.6552631578947365,1.1726482328969516,1.3552631578947367,1.528104668573571,1.0315789473684207,1.7172660743411612
logic,1.7942857142857143,1.5059772066464936,1.9085714285714286,1.4323549896329928,1.1571428571428573,1.6250337516118092
long,1.1179487179487175,1.7787739648091805,1.4358974358974361,1.535642716774696,1.3589743589743588,1.687011915924349
look up table,1.4333333333333336,1.4231300521382944,1.2230769230769236,1.654126392476696,1.2615384615384615,1.4584177208607656
loop,1.1487804878048782,1.476832792890197,0.626829268292683,1.6483582949139606,0.824390243902439,1.9508322786485295
lurker,0.04210526315789473,2.189884829818006,0.6105263157894737,2.055389510234292,0.45,2.305913450696982
machine,1.4749999999999994,1.286117110617156,1.6666666666666672,1.5262517631257448,2.0416666666666665,1.271127015246269
maintain,1.4534883720930232,1.6661261066777522,1.446511627906977,1.6015034850588024,0.6511627906976745,1.7710031440655
make file,1.1638888888888896,1.799869251081215,1.288888888888889,1.6382202025670316,0.613888888888889,1.8041853775438959
male,1.2444444444444445,1.7091980647927723,1.291666666666667,1.6171605774731628,1.1694444444444443,1.477952683884863
manage,2.219444444444444,1.3837990068496306,2.0027777777777778,1.4392293676963053,1.9361111111111111,1.5297335965922987
master,1.6657894736842103,1.8378013631553092,2.2,1.4547562646277499,1.8105263157894735,1.6872259190573913
match,1.3697674418604653,1.4329242963045772,1.3790697674418602,1.2466808285025324,1.2348837209302324,1.4276153023820726
matrix,1.1027777777777779,1.9361310376784233,1.3972222222222226,1.7469793153884396,1.6027777777777776,1.4644843823588012
mature,1.8722222222222225,1.3496112837717202,2.155555555555555,1.3282077407051713,1.6305555555555558,1.4966294435691236
meaningful,2.333333333333333,1.1177855091404811,1.7611111111111108,1.541333797898174,1.1444444444444446,1.6202613719953478
mechanism,1.165625,1.5230744759777837,0.8874999999999998,1.8411528317877361,1.1,1.9132759863647484
member,1.8906976744186048,1.4360498069823784,1.5813953488372092,1.3858513987846064,1.6534883720930231,1.2538960376046357
memory,1.5354838709677423,1.7939950708561,2.151612903225807,1.416918730508481,1.4838709677419353,1.9808920724525894
mention,1.0781250000000002,1.7283905763382883,0.8250000000000002,1.7548148050435406,0.628125,1.9165780663398504
mentor,2.313888888888888,1.349105213296283,1.8888888888888888,1.8608208728912234,1.6305555555555555,1.8618717351162222
merge,1.409677419354839,1.4631726109690935,1.5193548387096778,1.7016916355428755,1.1290322580645158,1.5713551883618406
message,1.2714285714285716,1.1080411102665897,1.2142857142857142,1.3399664936414017,1.028571428571429,1.359741872262406
method,1.4228571428571428,1.19715990441323,1.3314285714285716,1.615066814818053,1.0314285714285714,1.5592619918357766
miss,0.5615384615384615,2.03427242516895,0.10256410256410262,2.0494511059389664,0.5435897435897435,2.005606867911245
missing,-0.007894736842105282,2.1538681945388354,0.23684210526315785,2.1903401625548553,0.20000000000000007,1.9618734333338257
mistake,-0.5973684210526317,2.124355858050705,-0.5842105263157894,2.2224365855365376,0.03947368421052634,2.2771796352972995
mock,-0.28461538461538466,2.4834362527155345,0.6589743589743589,2.1961175472623995,0.7333333333333335,2.1231729199156737
model,2.0024390243902443,1.0884062649128252,1.517073170731707,1.6749084341953522,1.3756097560975609,1.5718220726906404
modify,1.8073170731707315,1.3206410571777742,1.329268292682927,1.8424855828855182,1.4902439024390242,1.6005799068064597
module,0.92,1.3930029227740848,1.08,1.5738578625239865,0.46,1.7126754341839387
motivated,2.2500000000000004,1.5337861650177966,2.307894736842105,1.489503905216938,2.1368421052631574,1.3344466727590405
move,1.6333333333333333,1.501295736651806,1.708333333333334,1.5964152550845492,1.7916666666666667,1.6583752088515233
native English speaker,1.7258064516129037,2.193092931843134,1.5451612903225806,1.9881647737382881,1.835483870967742,1.74587964465218
necessary,1.418604651162791,1.5472790542129995,1.4441860465116279,1.572925333549428,1.2674418604651165,1.6167324109079584
negative,-1.072222222222222,2.614873176350062,-0.28055555555555567,2.7255804116273867,0.3638888888888889,2.7218409596955775
new,1.8781249999999998,1.4510199806946147,1.3718750000000002,1.7066477329475465,1.6,1.3738631664034087
newcomer,1.284375,1.6692268747462102,0.328125,1.7923856963206888,0.25312499999999993,1.8592647026109541
nitpick over,-0.28888888888888886,2.204512767758417,-0.2694444444444446,2.0350838700222385,0.5500000000000002,1.9561157657175834
non-native English speaker,0.2371428571428571,1.6092741423716852,-0.3142857142857143,1.5604290357174861,0.09999999999999998,1.544760730432294
normal,0.8419354838709678,1.8216926183738213,0.8838709677419355,1.705417700077542,0.16129032258064516,1.8510114792615306
notice,2.127027027027027,1.4060965036753055,1.905405405405405,1.5275746446920089,1.724324324324325,1.5095024068994902
novice,-0.03023255813953487,1.8596742505099475,-0.4465116279069768,1.9018166146900977,0.1465116279069768,1.9063356835135004
number,1.7250000000000003,1.4765528549067701,1.5055555555555558,1.681920932948799,1.1972222222222224,1.7848881245848296
object (instance of a class),1.4868421052631584,1.7072864053245707,1.4736842105263153,1.6329959890572325,1.3131578947368423,1.8850060802123885
obvious,1.2076923076923076,1.7502211750906513,1.2128205128205127,1.6704336128574042,1.1487179487179493,1.896808628124916
omit,-0.06279069767441858,2.1152847140063242,0.17441860465116285,1.9045957910002134,0.24186046511627912,2.061973829502516
open-source,2.068292682926829,1.2228393637181687,1.76829268292683,1.5907413556823649,1.6146341463414637,1.7081670358160708
opposing authority,0.26666666666666666,2.4048561980570344,0.8083333333333332,2.3218018625388535,1.1138888888888885,2.1012103361023167
option,1.5069767441860464,1.397239029814123,1.6558139534883722,1.6987413022288955,1.1790697674418604,1.5238504076515993
organization,2.102777777777778,1.6720722524113456,1.913888888888889,1.5213577228869135,1.6249999999999998,1.9289281710029769
override,1.05,1.776935564391686,1.236111111111111,1.8896138314742421,1.4916666666666667,1.784092517531283
overwrite,0.5375000000000001,1.554981913078091,1.1593750000000003,1.6631783155678168,0.7718750000000001,1.7230486018609574
parameter,1.5937499999999998,1.1699192012698996,1.409375,1.495902606914969,0.940625,1.5153092454594872
parse,1.1225806451612903,1.586375393359859,0.9387096774193547,1.8037018241803462,0.8645161290322582,1.5818625989629815
parser,1.0225806451612902,1.7435058632276696,0.7290322580645163,1.8737909733645968,0.6612903225806451,1.9013878495516052
pass something to,1.3714285714285717,1.6050939320215016,1.32,1.4300449543383493,1.0171428571428571,1.618550623999441
paste,0.937142857142857,1.452305696723212,0.6714285714285714,1.5956317922147738,0.7885714285714285,1.4785652173782584
patch,0.977142857142857,1.4336936740532855,0.6771428571428572,1.4418412265048395,0.8485714285714286,1.624521279563645
peer,1.5589743589743592,1.8416433504106509,1.6487179487179486,1.4621501194231477,1.6641025641025642,1.824405372673403
perform,1.9435897435897436,1.7081696414575953,1.820512820512821,1.833055385062718,2.048717948717948,1.5874300783909845
performance,1.8179487179487184,1.6318735174201864,1.9923076923076921,1.6259726265372738,1.8666666666666667,1.7659650275791077
peripheral,1.3875000000000004,1.415483574613284,1.015625,1.4195310350164945,0.14374999999999993,1.5789508977482485
person with poor English language skills,-0.18048780487804889,2.251635666949817,-0.648780487804878,2.238588617990113,-0.38780487804878055,2.3520821208858416
plugin,1.5731707317073171,1.4272648907654315,1.326829268292683,1.6734693611052462,1.0146341463414634,1.8601810789917483
point to,1.3317073170731708,1.5885933376372585,1.1585365853658538,1.7022188689853617,1.2707317073170734,1.6914770428698171
pointer,1.2250000000000003,1.3953046262375826,0.9500000000000001,1.7658016750347576,0.9083333333333338,1.47391673969582
policy,1.5861111111111112,1.505204448604496,1.677777777777778,1.532084837930747,1.0611111111111113,1.8012769818748307
polite,2.3129032258064517,2.0389342465127456,1.429032258064516,2.3748947071243305,1.2580645161290323,2.249268582701495
popular,1.9777777777777774,1.5378757194243824,1.9805555555555552,1.2602511752390306,1.2638888888888888,1.8948985281800093
port,1.444736842105263,1.6557233064706276,1.468421052631579,1.4798835770634289,1.5815789473684212,1.5999761944212425
prevent,1.2361111111111112,1.6285905251982256,0.6555555555555554,1.8402059734419292,0.6277777777777778,1.9210256391242777
private,1.5026315789473683,1.7859814995955325,1.618421052631579,1.5660636646260744,1.1157894736842104,1.9357476885104132
problem,-0.9372093023255815,2.0648805648003496,-0.1697674418604651,2.2245495895010454,0.4069767441860465,2.1047449548675874
produce,2.0250000000000004,1.186585905491512,1.6416666666666668,1.51169055475429,1.0750000000000002,1.6903936096529577
product,1.9083333333333339,1.4789964690815036,1.7333333333333334,1.6418147141366335,1.6472222222222221,1.6461210484568987
profile,1.6437500000000005,1.325692625573515,1.2843750000000005,1.6624735665191792,0.775,1.6221128197508337
program,1.3322580645161295,1.766057591720517,1.5129032258064516,1.655828792669929,1.1129032258064517,1.726779948526956
project,1.5942857142857143,1.4216575551382382,1.3257142857142858,1.5670432316295293,1.102857142857143,1.672719891893049
project member,1.6485714285714286,1.2889356469742066,1.4285714285714284,1.3308582469479564,0.7857142857142858,1.4799889685192844
project owner,1.7078947368421051,1.511078662995998,1.9105263157894736,1.7397503562117922,1.4026315789473685,1.6765388598169904
promise,2.3205128205128203,1.3113272757761918,2.1512820512820507,1.6309304871086345,1.8205128205128205,1.674113540734777
promote,2.035483870967742,1.8227148109339317,1.9483870967741936,1.9759637857041188,1.6741935483870967,1.7904707872395955
proper,1.7883720930232558,1.7089653203614008,1.77906976744186,1.3167186380835845,1.0744186046511628,1.776604158612169
property,1.6076923076923078,1.7315155086245966,1.3282051282051281,1.9088120507535322,1.5307692307692307,1.5700977996901073
propose something to,1.7971428571428576,1.8352867762342777,1.9142857142857144,1.778786561859815,1.6885714285714288,1.6887478757218621
provide something to,1.8527777777777774,1.5896341492290174,1.6944444444444442,1.5163817396180006,0.9388888888888888,1.9326547340349374
proxy,1.2878048780487805,1.2577942601839993,1.3658536585365852,1.5974995333557944,1.058536585365854,1.5228304214731034
public,1.441666666666667,2.052014592757295,1.2805555555555557,2.1490074510553376,1.5611111111111113,1.902670313267029
pull,1.6105263157894736,1.5880788581911778,1.3263157894736841,1.5787543741700985,1.0026315789473685,1.7661267228339064
pull request,0.952777777777778,1.3933345516563873,0.9500000000000001,1.3238202294873727,1.0722222222222224,1.5285452617714501
puppet,0.09444444444444436,1.8903180867610092,-0.2444444444444444,1.981503980488396,0.09722222222222227,1.6690792723187087
purpose,1.726315789473684,1.767198825755238,2.0789473684210527,1.453699073821648,1.8499999999999996,1.3134426439503815
push,0.9418604651162792,1.9908199266960376,0.8558139534883723,1.6100415025101993,1.2837209302325583,1.567835158717511
put,1.1611111111111116,1.7547202654202587,0.661111111111111,1.9336605725608988,0.8916666666666663,1.7012046385494668
quiet,0.9914285714285713,1.5725087196799221,0.21428571428571433,1.6200781034334395,-0.8342857142857144,2.006125314009622
range (of values),1.2,1.8282028282976015,1.1186046511627907,1.753833782524032,1.2627906976744185,1.5712568300440188
read,1.775,1.4075688260259247,1.440625,1.6883533721869366,0.48437500000000006,1.9948542200810064
readable,1.9800000000000004,1.2628312860959918,1.662857142857143,1.5869261778285564,0.7514285714285716,1.8213607830522804
real,1.6102564102564103,1.8680573855725744,1.5512820512820513,1.8473642755561017,1.3615384615384614,1.9234871357358287
realize,1.780645161290323,1.649715391844754,1.5161290322580647,1.9175079213687665,1.4999999999999996,1.9141240732360942
recall,0.7714285714285715,1.6049159174364296,0.885714285714286,1.499360407858318,0.7228571428571429,1.4265013573246188
receive,1.7769230769230775,1.2781118964018237,1.3717948717948723,1.7533775052370033,1.4974358974358977,1.5178404327280897
recommend something to,1.6473684210526316,1.776859565890762,1.4736842105263157,1.6839308978393563,1.063157894736842,1.9768956329281284
recruit,0.9232558139534884,1.7615845416413938,1.2976744186046512,1.3212904847759803,0.6860465116279071,1.5509309125525506
redirect,0.773170731707317,1.4999226630866431,0.6804878048780488,1.6215348814633925,0.7707317073170732,1.9510152332091513
redundant,0.043902439024390304,2.286764545825134,0.2780487804878049,2.133302969246533,0.42195121951219505,1.9747815186498359
refer to,1.1722222222222225,1.5014088034448607,1.413888888888889,1.7101255278451504,1.0416666666666667,1.72761476544332
reference,1.8333333333333337,1.1387127235025816,0.8583333333333335,1.7182638201264542,0.7944444444444446,1.6222317351319249
register,1.394736842105263,1.3979208938580054,1.376315789473684,1.5693502192956563,1.5684210526315792,1.3284548331679602
regular,0.8833333333333333,1.3090496977239294,0.6972222222222224,1.4665693359960692,0.5750000000000002,1.7522009968417818
"reinforcement of authority, rules, and regulations",1.6942857142857142,1.5124139375076344,1.8514285714285714,1.5522097480820096,1.8657142857142857,1.3686161638975454
reject,-0.8906976744186044,2.1853437762116856,-0.11860465116279074,2.185390797254018,-0.20930232558139528,2.0057839566344793
related,1.427777777777778,1.5424747631847104,1.3611111111111116,1.553361547987278,1.1472222222222226,1.8276405723578133
release,1.911111111111111,1.4381272115300545,1.611111111111111,1.7368198553323093,1.2722222222222224,1.8356971293264268
release engineer,1.428125,1.5083588712156666,1.1812500000000004,1.5238597171327812,0.7625,1.8065419314258941
relevant,1.739473684210526,1.5118025967078976,1.4500000000000004,1.7824805306384872,1.6657894736842107,1.5805189547123393
reliable,2.0307692307692307,1.9135353033069373,2.3051282051282054,1.2632779335560322,1.3384615384615388,1.7723829221925165
rely on,1.9416666666666664,1.924170095276287,1.733333333333333,2.0390629656236166,1.3444444444444443,1.9711029687919013
remember,2.1281250000000003,1.3599711336550493,1.9062499999999998,1.5145002269725814,1.0000000000000002,1.9874606914351791
remote (repository),1.4906250000000003,1.543607660441927,1.00625,1.8642923422843318,0.38125000000000003,2.0016301949910726
remove,0.17419354838709677,1.960573935378977,1.0032258064516129,1.9091433429290101,0.3225806451612903,2.0371880806038556
rename,0.8857142857142857,1.544787152632613,0.5411764705882355,1.4703176221601244,0.7852941176470589,1.4000278049636299
render,1.4102564102564104,1.4273509391472547,0.9128205128205129,1.7282241496328234,1.2153846153846155,1.6735557817518687
repeat,0.6487804878048781,1.9753507809783954,0.5780487804878048,1.8811662437554142,0.6365853658536585,1.835125581874237
replace,1.0055555555555555,1.538929000680604,0.9805555555555555,1.5280378566508177,1.1527777777777781,1.3787043255477045
report,1.177777777777778,1.6635155396380534,1.2194444444444448,1.5029266716133935,0.9333333333333338,1.8029297145356376
repository,0.9677419354838708,1.9008295467139527,0.8225806451612906,1.9101950039652436,0.5354838709677419,1.7875101420144084
require,0.9857142857142858,1.4699160048194897,0.9714285714285714,1.7640167521995975,1.0457142857142858,1.6387003312107447
reset,0.8860465116279068,1.603423865002615,1.069767441860465,1.6989100313889258,0.7511627906976743,1.5736747237882058
resolve,1.958333333333333,1.9073505475164,1.275,2.113892539053645,1.2972222222222225,2.0251867007363806
retrieve,1.2718749999999999,1.2572873515529375,1.2125,1.4785444700785972,0.7,1.6990806337546196
return,1.0580645161290323,1.8285855971652654,0.8516129032258067,1.8633772612914499,0.8419354838709677,1.792776580281383
reuse,1.442857142857143,1.6061107797205938,1.1228571428571428,1.5964399168660452,0.8628571428571425,1.6365618515282432
reverse,0.04871794871794871,1.6763623307736362,0.5641025641025643,1.6746200762372982,0.28974358974358966,1.8449925122209077
revert,0.5317073170731708,1.9300497939223307,0.6756097560975609,1.895795153054212,0.7170731707317073,1.8712070499852058
review,1.6972222222222222,1.5906822629703254,1.6305555555555558,1.6319414893590267,1.4527777777777782,1.842776605365922
